OrderID,OrderDate,CustomerName,ProductName,Category,SalesLocation,Quantity,UnitPrice,TotalRevenue
2767,10/12/2025,Kevin Jones,PureGlow Skincare Set,Beauty,"Atlanta, GA",2,62.56,125.12
2768,12/18/2025,Barbara Thomas,Nebula Laptop Pro,Electronics,"Orlando, FL",5,1081.81,5409.05
2769,8/28/2024,Charles Lopez,GlowAir Standing Fan,Home Appliances,"Miami, FL",5,100.27,476.3
2770,6/4/2024,Steven Moore,Nebula Laptop Pro,Electronics,"Boston, MA",4,1236.3,3956.16
2771,10/25/2024,David Lopez,Summit Running Shoes,Fashion,"Miami, FL",2,75.79,151.58
2772,6/17/2024,Linda Taylor,GlowAir Standing Fan,Home Appliances,"San Jose, CA",2,146.02,233.64
2773,7/13/2025,Karen Davis,Pulse Wireless Earbuds,Electronics,"San Antonio, TX",2,108.59,217.18
2774,4/14/2025,Karen Johnson,Summit Running Shoes,Fashion,"Houston, TX",1,121.51,121.51
2775,1/4/2025,Linda Williams,FreshBrew Coffee Maker,Home Appliances,"New York, NY",5,190.83,858.75
2776,5/19/2024,Linda Thomas,ZenLife Yoga Mat,Sports & Fitness,"San Antonio, TX",1,71.99,64.79
2777,1/24/2025,Steven Johnson,Aurora Smartphone X1,Electronics,"San Diego, CA",3,544.78,1470.9
2778,12/8/2025,Elizabeth Anderson,Urban Classic Jeans,Fashion,"Miami, FL",3,65.54,196.62
2779,10/23/2024,Matthew Jones,PureGlow Skincare Set,Beauty,"Seattle, WA",4,60.35,229.32
2780,3/29/2024,Andrew Jones,Nebula Laptop Pro,Electronics,"Denver, CO",2,1565.93,3131.86
2781,7/13/2025,Elizabeth Johnson,NutriMax Blender,Home Appliances,"Seattle, WA",2,102.26,194.3
2782,11/5/2024,Mark Moore,PureGlow Skincare Set,Beauty,"Atlanta, GA",4,66.94,267.76
2783,4/2/2024,Anthony Jones,GlowAir Standing Fan,Home Appliances,"Chicago, IL",4,165.3,562
2784,1/30/2024,Paul Jackson,Pulse Wireless Earbuds,Electronics,"New York, NY",1,147.01,132.31
2785,3/17/2024,Andrew Miller,Summit Running Shoes,Fashion,"Phoenix, AZ",1,109,98.1
2786,4/10/2025,Joshua Martinez,Pulse Wireless Earbuds,Electronics,"San Francisco, CA",1,158.64,142.78
2787,9/27/2025,Linda Davis,Pulse Wireless Earbuds,Electronics,"Los Angeles, CA",1,81.7,81.7
2788,8/27/2024,Patricia Johnson,Summit Running Shoes,Fashion,"Chicago, IL",3,67.51,202.53
2789,7/28/2024,Paul Johnson,ZenLife Yoga Mat,Sports & Fitness,"Las Vegas, NV",3,54.09,162.27
2790,11/7/2024,William Davis,ZenLife Yoga Mat,Sports & Fitness,"Chicago, IL",5,49.59,198.35
2791,9/8/2024,Donald Brown,Summit Running Shoes,Fashion,"Philadelphia, PA",3,68.84,196.2
2792,1/2/2025,Elizabeth Williams,Urban Classic Jeans,Fashion,"San Antonio, TX",5,85.87,407.9
2793,9/2/2024,Mark Moore,PureGlow Skincare Set,Beauty,"Phoenix, AZ",3,68.93,206.79
2794,2/14/2025,Anthony Gonzalez,FreshBrew Coffee Maker,Home Appliances,"Orlando, FL",5,187.02,935.1
2795,10/13/2024,Richard Jones,FreshBrew Coffee Maker,Home Appliances,"Las Vegas, NV",4,137.82,496.16
2796,12/30/2024,James Martin,GlowAir Standing Fan,Home Appliances,"San Diego, CA",3,143.22,386.7
2797,10/11/2025,Elizabeth Anderson,GlowAir Standing Fan,Home Appliances,"Phoenix, AZ",3,119.89,323.7
2798,4/10/2024,Susan Smith,NutriMax Blender,Home Appliances,"Las Vegas, NV",3,132.03,316.86
2799,11/28/2024,Anthony Martinez,GlowAir Standing Fan,Home Appliances,"Philadelphia, PA",5,130.08,585.35
2800,2/20/2024,Richard Martin,Pulse Wireless Earbuds,Electronics,"Philadelphia, PA",2,151.24,302.48
2801,10/9/2025,Karen Thomas,FreshBrew Coffee Maker,Home Appliances,"Chicago, IL",1,137.69,137.69
2802,5/2/2024,Mary Taylor,Pulse Wireless Earbuds,Electronics,"Boston, MA",4,133.85,535.4
2803,9/14/2024,Anthony Miller,FreshBrew Coffee Maker,Home Appliances,"Portland, OR",1,126.97,120.62
2804,8/20/2025,Matthew Wilson,Nebula Laptop Pro,Electronics,"Seattle, WA",1,942.92,895.77
2805,5/20/2024,Andrew Miller,Summit Running Shoes,Fashion,"New York, NY",1,109.48,109.48
2806,6/26/2025,Jessica Williams,Pulse Wireless Earbuds,Electronics,"San Francisco, CA",4,118.65,474.6
2807,8/15/2025,Michael Williams,GlowAir Standing Fan,Home Appliances,"Seattle, WA",2,102.46,194.68
2808,7/12/2024,Susan Martin,ZenLife Yoga Mat,Sports & Fitness,"Miami, FL",5,51.43,218.6
2809,5/13/2025,Paul Martinez,Aurora Smartphone X1,Electronics,"New York, NY",5,477.48,2268.05
2810,8/15/2025,Steven Garcia,Nebula Laptop Pro,Electronics,"San Jose, CA",5,875.25,4376.25
2811,4/3/2024,Mary Lopez,GlowAir Standing Fan,Home Appliances,"Chicago, IL",3,177.08,504.69
2812,6/9/2025,Barbara Thomas,PureGlow Skincare Set,Beauty,"Philadelphia, PA",2,88.96,177.92
2813,3/22/2025,James Smith,PureGlow Skincare Set,Beauty,"Austin, TX",1,113.39,107.72
2814,1/3/2024,Andrew Wilson,ZenLife Yoga Mat,Sports & Fitness,"Miami, FL",1,65.37,52.3
2815,1/1/2025,Jessica Williams,NutriMax Blender,Home Appliances,"Portland, OR",1,120.35,120.35
2816,12/26/2024,Andrew Wilson,GlowAir Standing Fan,Home Appliances,"Dallas, TX",1,136.97,123.27
2817,3/18/2025,Robert Smith,Summit Running Shoes,Fashion,"Atlanta, GA",2,121.49,242.98
2818,11/1/2025,Andrew Thomas,Nebula Laptop Pro,Electronics,"Portland, OR",5,1128.76,4797.25
2819,11/20/2025,Sarah Anderson,Aurora Smartphone X1,Electronics,"Boston, MA",5,397.48,1987.4
2820,2/22/2025,Elizabeth Gonzalez,ZenLife Yoga Mat,Sports & Fitness,"Austin, TX",2,65.71,131.42
2821,11/27/2024,Mary Brown,Urban Classic Jeans,Fashion,"Seattle, WA",2,61.37,110.46
2822,10/8/2025,Kevin Jackson,PureGlow Skincare Set,Beauty,"Seattle, WA",3,69.24,207.72
2823,4/6/2025,Charles Lopez,Urban Classic Jeans,Fashion,"San Diego, CA",1,81.23,73.11
2824,4/17/2024,Kevin Hernandez,Nebula Laptop Pro,Electronics,"San Jose, CA",4,1415.55,5095.96
2825,6/25/2025,Paul Taylor,NutriMax Blender,Home Appliances,"Philadelphia, PA",5,104.8,524
2826,7/15/2025,Mark Anderson,PureGlow Skincare Set,Beauty,"Philadelphia, PA",4,75.81,303.24
2827,7/11/2024,Joseph Martinez,Summit Running Shoes,Fashion,"Chicago, IL",2,87.8,158.04
2828,4/8/2024,Sarah Taylor,Urban Classic Jeans,Fashion,"Orlando, FL",1,84.63,71.94
2829,1/11/2024,Richard Martin,Urban Classic Jeans,Fashion,"Orlando, FL",1,71.55,64.39
2830,3/21/2024,Andrew Martinez,Aurora Smartphone X1,Electronics,"San Jose, CA",3,514.71,1544.13
2831,10/19/2024,Steven Smith,Aurora Smartphone X1,Electronics,"Los Angeles, CA",2,334.85,669.7
2832,12/31/2024,Steven Martin,ZenLife Yoga Mat,Sports & Fitness,"Atlanta, GA",2,63.78,127.56
2833,1/9/2025,Andrew Wilson,FreshBrew Coffee Maker,Home Appliances,"Orlando, FL",1,180.04,180.04
2834,12/29/2024,Susan Smith,Aurora Smartphone X1,Electronics,"Portland, OR",2,422.09,759.76
2835,1/20/2025,Karen Anderson,PureGlow Skincare Set,Beauty,"Atlanta, GA",5,95.53,477.65
2836,10/18/2025,Susan Lopez,FreshBrew Coffee Maker,Home Appliances,"Los Angeles, CA",3,115.6,346.8
2837,5/21/2025,Sarah Williams,PureGlow Skincare Set,Beauty,"San Francisco, CA",2,100.66,181.18
2838,8/23/2025,Mark Moore,PureGlow Skincare Set,Beauty,"Chicago, IL",4,65.4,235.44
2839,4/28/2024,Linda Davis,NutriMax Blender,Home Appliances,"Chicago, IL",1,124.21,124.21
2840,2/5/2025,Mark Moore,Urban Classic Jeans,Fashion,"Atlanta, GA",2,77.76,132.2
2841,3/14/2025,Andrew Jones,NutriMax Blender,Home Appliances,"Atlanta, GA",2,124.47,199.16
2842,7/4/2025,Sarah Rodriguez,Nebula Laptop Pro,Electronics,"San Antonio, TX",2,1003.56,1706.06
2843,6/27/2025,Kevin Jones,Summit Running Shoes,Fashion,"Las Vegas, NV",3,103.25,294.27
2844,10/13/2025,William Hernandez,NutriMax Blender,Home Appliances,"San Francisco, CA",1,85.86,85.86
2845,8/12/2024,Joseph Brown,Summit Running Shoes,Fashion,"Portland, OR",2,71.73,136.28
2846,4/19/2024,Barbara Williams,Urban Classic Jeans,Fashion,"Atlanta, GA",2,79.12,158.24
2847,12/24/2025,Andrew Jones,PureGlow Skincare Set,Beauty,"Orlando, FL",3,86.86,247.56
2848,5/8/2025,Elizabeth Taylor,FreshBrew Coffee Maker,Home Appliances,"Las Vegas, NV",5,165.7,828.5
2849,8/26/2025,Susan Martin,PureGlow Skincare Set,Beauty,"San Diego, CA",3,64.08,182.64
2850,2/2/2025,Mary Davis,Urban Classic Jeans,Fashion,"New York, NY",4,85.17,340.68
2851,1/22/2025,Jessica Williams,PureGlow Skincare Set,Beauty,"Los Angeles, CA",1,102.33,81.86
2852,5/15/2024,William Anderson,Summit Running Shoes,Fashion,"Orlando, FL",4,97.35,389.4
2853,12/22/2025,Barbara Thomas,FreshBrew Coffee Maker,Home Appliances,"New York, NY",3,160.62,409.59
2854,2/26/2025,Robert Moore,Aurora Smartphone X1,Electronics,"San Antonio, TX",2,548.03,986.46
2855,11/4/2025,Mary Brown,NutriMax Blender,Home Appliances,"Dallas, TX",5,88.07,418.35
2856,5/20/2024,Andrew Wilson,Urban Classic Jeans,Fashion,"San Francisco, CA",3,85.56,243.84
2857,10/16/2024,Paul Jackson,ZenLife Yoga Mat,Sports & Fitness,"Portland, OR",4,47.53,171.12
2858,9/5/2024,James Martin,Nebula Laptop Pro,Electronics,"San Francisco, CA",4,938.22,3752.88
2859,12/5/2024,Kevin Martin,Aurora Smartphone X1,Electronics,"Orlando, FL",1,449.37,404.43
2860,7/26/2024,Paul Martinez,Pulse Wireless Earbuds,Electronics,"Dallas, TX",4,110.86,421.28
2861,7/27/2024,Thomas Williams,FreshBrew Coffee Maker,Home Appliances,"Portland, OR",5,139.83,594.3
2862,9/30/2024,Elizabeth Anderson,Urban Classic Jeans,Fashion,"Orlando, FL",2,54.96,87.94
2863,11/10/2025,Joshua Gonzalez,Summit Running Shoes,Fashion,"Los Angeles, CA",3,83.59,225.69
2864,10/6/2024,Steven Jackson,ZenLife Yoga Mat,Sports & Fitness,"Atlanta, GA",3,49.17,132.75
2865,9/3/2025,Mary Davis,PureGlow Skincare Set,Beauty,"Dallas, TX",3,68.82,206.46
2866,2/22/2025,Anthony Hernandez,Aurora Smartphone X1,Electronics,"Las Vegas, NV",2,578.92,1157.84
2867,8/9/2024,Karen Williams,ZenLife Yoga Mat,Sports & Fitness,"New York, NY",2,45.78,91.56
2868,1/8/2025,Paul Rodriguez,Urban Classic Jeans,Fashion,"Phoenix, AZ",4,73.45,235.04
2869,2/13/2024,Sarah Johnson,PureGlow Skincare Set,Beauty,"Denver, CO",5,103.35,490.9
2870,10/23/2025,James Jones,Aurora Smartphone X1,Electronics,"Orlando, FL",4,372.08,1488.32
2871,7/26/2025,Steven Martinez,PureGlow Skincare Set,Beauty,"Boston, MA",2,78.62,157.24
2872,12/27/2025,Steven Rodriguez,PureGlow Skincare Set,Beauty,"New York, NY",4,86.36,310.88
2873,8/15/2025,Kevin Martin,PureGlow Skincare Set,Beauty,"Denver, CO",3,71,213
2874,1/18/2025,Richard Brown,ZenLife Yoga Mat,Sports & Fitness,"Orlando, FL",5,68.96,275.85
2875,9/15/2025,Kevin Brown,FreshBrew Coffee Maker,Home Appliances,"Austin, TX",1,123.48,117.31
2876,1/16/2024,Andrew Miller,Summit Running Shoes,Fashion,"Phoenix, AZ",5,106.81,507.35
2877,2/6/2025,Patricia Jones,Urban Classic Jeans,Fashion,"Orlando, FL",4,78.19,312.76
2878,10/19/2024,Patricia Martin,Nebula Laptop Pro,Electronics,"Philadelphia, PA",3,874.19,2622.57
2879,2/13/2024,Richard Williams,Urban Classic Jeans,Fashion,"Los Angeles, CA",1,77.98,70.18
2880,3/29/2024,Andrew Miller,GlowAir Standing Fan,Home Appliances,"Orlando, FL",2,165.8,315.02
2881,12/2/2025,Matthew Wilson,PureGlow Skincare Set,Beauty,"Houston, TX",2,79.89,127.82
2882,12/19/2025,Joshua Brown,FreshBrew Coffee Maker,Home Appliances,"New York, NY",1,148.07,140.67
2883,6/1/2024,Linda Thomas,PureGlow Skincare Set,Beauty,"Denver, CO",2,88.59,159.46
2884,8/26/2025,Mary Brown,Aurora Smartphone X1,Electronics,"Orlando, FL",5,365.44,1827.2
2885,11/28/2025,Patricia Davis,FreshBrew Coffee Maker,Home Appliances,"Chicago, IL",1,147.65,132.89
2886,11/3/2024,Elizabeth Taylor,Nebula Laptop Pro,Electronics,"Portland, OR",4,1124.11,4046.8
2887,1/29/2024,William Gonzalez,ZenLife Yoga Mat,Sports & Fitness,"San Jose, CA",4,68.42,218.96
2888,1/12/2024,Susan Lopez,FreshBrew Coffee Maker,Home Appliances,"San Diego, CA",2,166.04,332.08
2889,9/15/2024,John Smith,GlowAir Standing Fan,Home Appliances,"San Diego, CA",5,112.98,564.9
2890,2/17/2025,Anthony Taylor,GlowAir Standing Fan,Home Appliances,"Chicago, IL",2,163.13,326.26
2891,12/30/2025,Andrew Moore,Pulse Wireless Earbuds,Electronics,"Austin, TX",2,129.61,259.22
2892,6/13/2024,Patricia Davis,ZenLife Yoga Mat,Sports & Fitness,"San Antonio, TX",5,65.17,325.85
2893,7/10/2025,Anthony Williams,NutriMax Blender,Home Appliances,"Austin, TX",4,95.87,364.32
2894,6/30/2024,Jessica Williams,Pulse Wireless Earbuds,Electronics,"San Diego, CA",4,127.26,458.12
2895,5/5/2025,Andrew Wilson,Aurora Smartphone X1,Electronics,"Philadelphia, PA",1,547.09,437.67
2896,4/6/2025,Sarah Jones,Aurora Smartphone X1,Electronics,"Phoenix, AZ",5,528.85,2379.85
2897,12/4/2024,Matthew Wilson,FreshBrew Coffee Maker,Home Appliances,"Denver, CO",4,170.93,649.52
2898,1/24/2025,Patricia Martin,NutriMax Blender,Home Appliances,"San Diego, CA",4,130.39,495.48
2899,7/26/2025,Steven Lopez,Urban Classic Jeans,Fashion,"Dallas, TX",3,62.66,187.98
2900,6/13/2024,Anthony Hernandez,Aurora Smartphone X1,Electronics,"Chicago, IL",5,452.68,2037.05
2901,8/17/2025,James Rodriguez,Aurora Smartphone X1,Electronics,"Chicago, IL",5,375.45,1689.55
2902,8/27/2025,Daniel Thomas,NutriMax Blender,Home Appliances,"Portland, OR",5,94.3,471.5
2903,4/18/2024,Jessica Rodriguez,Pulse Wireless Earbuds,Electronics,"Chicago, IL",5,158.17,790.85
2904,1/2/2024,Sarah Brown,ZenLife Yoga Mat,Sports & Fitness,"San Jose, CA",2,73.68,140
2905,3/2/2024,Anthony Williams,ZenLife Yoga Mat,Sports & Fitness,"San Jose, CA",4,81.12,275.8
2906,5/7/2025,Daniel Garcia,Urban Classic Jeans,Fashion,"Phoenix, AZ",1,77.96,70.16
2907,9/25/2024,Sarah Davis,PureGlow Skincare Set,Beauty,"Boston, MA",4,66,250.8
2908,9/21/2025,Daniel Lopez,Pulse Wireless Earbuds,Electronics,"New York, NY",4,84.18,336.72
2909,10/14/2025,Barbara Williams,Urban Classic Jeans,Fashion,"San Diego, CA",2,59.45,112.96
2910,12/17/2025,Steven Rodriguez,GlowAir Standing Fan,Home Appliances,"Miami, FL",4,150.1,600.4
2911,4/21/2025,Mark Lopez,Nebula Laptop Pro,Electronics,"Chicago, IL",3,1451.5,4354.5
2912,5/20/2025,Karen Smith,NutriMax Blender,Home Appliances,"Orlando, FL",2,134.21,268.42
2913,4/6/2025,Andrew Jones,NutriMax Blender,Home Appliances,"Atlanta, GA",1,131.32,124.75
2914,4/19/2025,Susan Jackson,GlowAir Standing Fan,Home Appliances,"Las Vegas, NV",5,159.5,717.75
2915,5/4/2025,Jessica Taylor,Nebula Laptop Pro,Electronics,"Chicago, IL",5,1397.19,6985.95
2916,8/25/2025,Donald Martin,Nebula Laptop Pro,Electronics,"Philadelphia, PA",3,882.37,2514.75
2917,6/13/2024,Elizabeth Johnson,Summit Running Shoes,Fashion,"Chicago, IL",1,87.76,87.76
2918,5/30/2024,Karen Thomas,FreshBrew Coffee Maker,Home Appliances,"Austin, TX",1,174.75,157.27
2919,9/1/2025,Steven Garcia,NutriMax Blender,Home Appliances,"New York, NY",5,88.64,421.05
2920,12/15/2024,Mark Hernandez,ZenLife Yoga Mat,Sports & Fitness,"Denver, CO",3,55.06,165.18
2921,8/20/2025,Steven Moore,FreshBrew Coffee Maker,Home Appliances,"New York, NY",5,128.11,512.45
2922,11/10/2025,Mark Martin,FreshBrew Coffee Maker,Home Appliances,"Seattle, WA",1,137.93,131.03
2923,4/14/2024,Charles Miller,NutriMax Blender,Home Appliances,"Miami, FL",3,135.44,365.7
2924,5/17/2025,Patricia Taylor,Pulse Wireless Earbuds,Electronics,"Boston, MA",2,122.82,245.64
2925,12/27/2024,Donald Martin,ZenLife Yoga Mat,Sports & Fitness,"San Diego, CA",5,60.87,304.35
2926,6/24/2024,Barbara Thomas,NutriMax Blender,Home Appliances,"New York, NY",1,115.87,104.28
2927,11/20/2024,Sarah Thomas,Urban Classic Jeans,Fashion,"San Jose, CA",3,62.17,186.51
2928,1/13/2024,Andrew Jones,GlowAir Standing Fan,Home Appliances,"Boston, MA",3,145.99,350.37
2929,2/3/2025,Thomas Hernandez,Aurora Smartphone X1,Electronics,"Houston, TX",4,589.57,2122.44
2930,3/26/2025,Daniel Miller,GlowAir Standing Fan,Home Appliances,"Los Angeles, CA",2,166.1,332.2
2931,1/4/2024,Daniel Lopez,Aurora Smartphone X1,Electronics,"Houston, TX",1,482.14,385.71
2932,9/18/2025,Linda Moore,Urban Classic Jeans,Fashion,"Las Vegas, NV",1,54.96,52.21
2933,9/21/2024,Steven Martin,GlowAir Standing Fan,Home Appliances,"Orlando, FL",1,110.28,110.28
2934,7/4/2025,David Lopez,NutriMax Blender,Home Appliances,"Las Vegas, NV",5,90.22,406
2935,3/28/2025,Barbara Williams,FreshBrew Coffee Maker,Home Appliances,"Austin, TX",4,183.59,734.36
2936,6/6/2025,Andrew Thomas,PureGlow Skincare Set,Beauty,"Chicago, IL",3,85.77,231.57
2937,4/20/2024,Charles Jones,GlowAir Standing Fan,Home Appliances,"San Diego, CA",2,173.54,329.72
2938,1/26/2025,Barbara Thomas,Pulse Wireless Earbuds,Electronics,"New York, NY",2,130.74,209.18
2939,8/3/2024,Robert Lopez,ZenLife Yoga Mat,Sports & Fitness,"Atlanta, GA",3,51.62,131.64
2940,8/16/2024,William Davis,Urban Classic Jeans,Fashion,"Boston, MA",2,60.19,120.38
2941,7/4/2024,Linda Moore,PureGlow Skincare Set,Beauty,"Las Vegas, NV",5,81.49,366.7
2942,11/11/2024,Joshua Gonzalez,GlowAir Standing Fan,Home Appliances,"Atlanta, GA",4,125.58,452.08
2943,1/22/2024,Patricia Johnson,PureGlow Skincare Set,Beauty,"Portland, OR",4,95.48,362.84
2944,1/19/2024,James Williams,NutriMax Blender,Home Appliances,"Seattle, WA",5,132.28,595.25
2945,6/20/2024,Jennifer Anderson,FreshBrew Coffee Maker,Home Appliances,"Portland, OR",4,173.9,695.6
2946,2/24/2024,Elizabeth Williams,ZenLife Yoga Mat,Sports & Fitness,"Orlando, FL",4,75.43,256.48
2947,11/26/2024,Anthony Martinez,NutriMax Blender,Home Appliances,"San Jose, CA",4,103.8,352.92
2948,3/25/2024,Jennifer Brown,NutriMax Blender,Home Appliances,"Seattle, WA",5,142.11,639.5
2949,8/31/2024,Joseph Smith,Aurora Smartphone X1,Electronics,"Miami, FL",4,367.83,1177.04
2950,2/2/2024,Charles Lopez,NutriMax Blender,Home Appliances,"Houston, TX",3,130.62,391.86
2951,8/29/2025,Daniel Lopez,Aurora Smartphone X1,Electronics,"San Francisco, CA",1,381.61,324.37
2952,11/15/2024,Anthony Hernandez,Pulse Wireless Earbuds,Electronics,"Denver, CO",5,114.89,545.75
2953,10/5/2025,Andrew Anderson,NutriMax Blender,Home Appliances,"Denver, CO",1,86.75,86.75
2954,6/24/2025,Daniel Garcia,Urban Classic Jeans,Fashion,"Dallas, TX",3,65.81,177.69
2955,5/25/2024,Michael Johnson,Summit Running Shoes,Fashion,"San Francisco, CA",4,102.88,390.96
2956,12/23/2025,Jessica Taylor,ZenLife Yoga Mat,Sports & Fitness,"Los Angeles, CA",2,59.53,101.2
2957,12/15/2024,Mary Jones,GlowAir Standing Fan,Home Appliances,"Dallas, TX",5,147.37,663.15
2958,10/7/2024,Richard Moore,FreshBrew Coffee Maker,Home Appliances,"Houston, TX",2,128.14,217.84
2959,3/19/2024,Jennifer Smith,ZenLife Yoga Mat,Sports & Fitness,"New York, NY",3,73.65,209.91
2960,1/18/2025,Thomas Miller,Urban Classic Jeans,Fashion,"San Francisco, CA",4,85.72,274.32
2961,1/26/2025,Thomas Hernandez,Pulse Wireless Earbuds,Electronics,"Atlanta, GA",4,144.02,547.28
2962,10/13/2025,Charles Miller,PureGlow Skincare Set,Beauty,"Orlando, FL",2,61.77,123.54
2963,2/18/2025,Steven Wilson,NutriMax Blender,Home Appliances,"Philadelphia, PA",5,132,594
2964,6/14/2024,Matthew Thomas,Aurora Smartphone X1,Electronics,"Denver, CO",5,470.86,2001.15
2965,8/2/2025,Andrew Johnson,Urban Classic Jeans,Fashion,"San Francisco, CA",1,59.93,47.94
2966,1/1/2025,Susan Martin,Summit Running Shoes,Fashion,"San Diego, CA",4,110.93,421.52
2967,11/24/2024,David Williams,FreshBrew Coffee Maker,Home Appliances,"Houston, TX",3,135.24,344.85
2968,5/27/2025,Robert Davis,FreshBrew Coffee Maker,Home Appliances,"Miami, FL",3,166.07,498.21
2969,4/23/2025,Kevin Brown,Pulse Wireless Earbuds,Electronics,"Phoenix, AZ",4,150.96,603.84
2970,7/16/2025,Patricia Davis,NutriMax Blender,Home Appliances,"Denver, CO",4,105.31,421.24
2971,10/17/2024,Karen Taylor,Summit Running Shoes,Fashion,"Austin, TX",5,75.5,339.75
2972,12/22/2025,Joshua Brown,Summit Running Shoes,Fashion,"San Francisco, CA",1,88.67,88.67
2973,3/10/2025,Susan Taylor,FreshBrew Coffee Maker,Home Appliances,"Boston, MA",4,195.35,781.4
2974,2/16/2025,Linda Moore,Urban Classic Jeans,Fashion,"Denver, CO",1,90,90
2975,9/16/2024,John Smith,FreshBrew Coffee Maker,Home Appliances,"New York, NY",3,125.2,375.6
2976,1/31/2024,Richard Williams,Aurora Smartphone X1,Electronics,"Dallas, TX",5,465.44,2327.2
2977,9/20/2024,Barbara Williams,GlowAir Standing Fan,Home Appliances,"Las Vegas, NV",4,97.02,388.08
2978,1/13/2025,Kevin Garcia,PureGlow Skincare Set,Beauty,"Boston, MA",2,101.96,203.92
2979,8/22/2024,Linda Thomas,ZenLife Yoga Mat,Sports & Fitness,"Dallas, TX",5,47.57,190.3
2980,10/20/2024,Steven Miller,NutriMax Blender,Home Appliances,"Phoenix, AZ",5,91.15,410.15
2981,7/7/2025,Thomas Taylor,Summit Running Shoes,Fashion,"Miami, FL",2,77.4,147.06
2982,9/2/2025,Kevin Jones,Urban Classic Jeans,Fashion,"Chicago, IL",1,54.51,54.51
2983,7/20/2024,Patricia Rodriguez,Nebula Laptop Pro,Electronics,"San Jose, CA",4,1000.46,4001.84
2984,8/1/2025,Susan Brown,Nebula Laptop Pro,Electronics,"New York, NY",4,854.97,2735.92
2985,9/17/2024,James Jones,FreshBrew Coffee Maker,Home Appliances,"Boston, MA",5,111.19,555.95
2986,1/7/2024,Richard Jones,NutriMax Blender,Home Appliances,"San Jose, CA",1,135.08,135.08
2987,8/30/2024,Joseph Brown,Pulse Wireless Earbuds,Electronics,"Portland, OR",3,100.98,287.79
2988,7/20/2024,David Anderson,PureGlow Skincare Set,Beauty,"San Jose, CA",2,74.59,134.26
2989,6/6/2025,Patricia Davis,Nebula Laptop Pro,Electronics,"Boston, MA",5,1106.22,5254.55
2990,11/13/2024,Andrew Jones,NutriMax Blender,Home Appliances,"Portland, OR",1,101.23,101.23
2991,4/16/2025,Jessica Taylor,FreshBrew Coffee Maker,Home Appliances,"Boston, MA",3,209.73,629.19
2992,1/11/2025,Barbara Lopez,Nebula Laptop Pro,Electronics,"Portland, OR",1,1425.36,1354.09
2993,6/22/2025,Susan Brown,Aurora Smartphone X1,Electronics,"Boston, MA",1,491.4,442.26
2994,3/25/2025,Joseph Miller,GlowAir Standing Fan,Home Appliances,"Las Vegas, NV",5,178.95,850
2995,1/15/2025,Joseph Martinez,Aurora Smartphone X1,Electronics,"Dallas, TX",5,534.46,2137.85
2996,1/26/2024,Karen Davis,Pulse Wireless Earbuds,Electronics,"San Diego, CA",3,142.35,341.64
2997,6/8/2025,Anthony Hernandez,FreshBrew Coffee Maker,Home Appliances,"Chicago, IL",5,148.98,744.9
2998,6/12/2025,Paul Jackson,NutriMax Blender,Home Appliances,"Portland, OR",1,112.39,112.39
2999,8/22/2025,Charles Jones,Urban Classic Jeans,Fashion,"Atlanta, GA",1,57.15,51.43
3000,9/14/2025,Elizabeth Taylor,Summit Running Shoes,Fashion,"Seattle, WA",2,74.57,141.68
3001,5/19/2025,Michael Smith,GlowAir Standing Fan,Home Appliances,"Portland, OR",3,158.58,475.74
3002,10/19/2024,James Jones,FreshBrew Coffee Maker,Home Appliances,"Las Vegas, NV",3,120.65,289.56
3003,1/16/2024,Barbara Brown,Urban Classic Jeans,Fashion,"Orlando, FL",4,71.51,286.04
3004,12/19/2024,Daniel Miller,Summit Running Shoes,Fashion,"San Jose, CA",4,96.36,308.36
3005,4/8/2024,John Wilson,Pulse Wireless Earbuds,Electronics,"Portland, OR",5,155.94,779.7
3006,12/29/2025,Joseph Miller,Summit Running Shoes,Fashion,"Houston, TX",4,93.94,338.2
3007,4/27/2024,Richard Jones,Aurora Smartphone X1,Electronics,"Phoenix, AZ",4,570.29,1824.92
3008,7/5/2025,Donald Martinez,Aurora Smartphone X1,Electronics,"Denver, CO",4,371.73,1486.92
3009,5/24/2024,Karen Anderson,Urban Classic Jeans,Fashion,"Portland, OR",1,76.18,68.56
3010,5/9/2025,David Taylor,GlowAir Standing Fan,Home Appliances,"San Francisco, CA",1,160.86,152.82
3011,12/10/2024,Donald Brown,FreshBrew Coffee Maker,Home Appliances,"San Antonio, TX",2,151.75,273.14
3012,4/13/2025,Richard Moore,Pulse Wireless Earbuds,Electronics,"Denver, CO",4,144.52,578.08
3013,10/3/2024,Andrew Moore,Summit Running Shoes,Fashion,"San Diego, CA",4,81.13,292.08
3014,11/28/2025,Patricia Davis,Urban Classic Jeans,Fashion,"San Jose, CA",4,65.66,262.64
3015,9/26/2025,Joseph Williams,NutriMax Blender,Home Appliances,"Orlando, FL",5,83.63,418.15
3016,5/16/2024,Thomas Taylor,PureGlow Skincare Set,Beauty,"Dallas, TX",2,103.84,186.92
3017,9/19/2024,Donald Taylor,PureGlow Skincare Set,Beauty,"Houston, TX",1,64.59,64.59
3018,12/23/2025,Jennifer Miller,Summit Running Shoes,Fashion,"Houston, TX",3,104.4,281.88
3019,2/6/2024,David Jones,Pulse Wireless Earbuds,Electronics,"Los Angeles, CA",5,135.08,675.4
